data_publicacao,diario,secao,subsecao1,subsecao2,subsecao3,subsecao4,subsecao5,nome_materia,materia,link_materia_oficial,texto
Finanças/DPFIN-Natal-RN, local da sua lotação atual.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente, e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
 
PORTARIA Nº 745/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910016.001111/2019-17,
RESOLVE:
Art. 1º CONCEDER a TEONE MARIA CRUZ ALVES,
matrícula nº 168.281-4, Agente de Polícia Civil, Classe Especial, Nível III, 03
(três) meses de Licença Prêmio por Assiduidade, para ser usufruída no período
de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 17/01/2002 a
17/01/2007.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
 
PORTARIA Nº 746/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 00510069.000884/2019-11,
RESOLVE:
Art. 1º CONCEDER a LUCIANO FELIX BARBOSA,
matrícula nº 157.325-0, Agente de Polícia Civil, Classe Especial, Nível IV, 03
(três) meses de Licença Prêmio por Assiduidade, para ser usufruída no período
de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 14/07/2007 a
14/07/2012.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
 
PORTARIA Nº 747/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910287.000076/2019-11,
RESOLVE:
Art. 1º CONCEDER a MARIA DE SOUZA FALCÃO,
matrícula nº 168.103-6, Agente de Polícia Civil, 1ª Classe, Nível III, 03
(três) meses de Licença Prêmio por Assiduidade, para ser usufruída no período
de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 18/01/2002 a
18/01/2007.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 748/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº 017/2019-GDG/PCRN,
de 10/01/2019, publicada no Diário Oficial do Estado nº 14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910044.000348/2019-35,
RESOLVE:
Art. 1º CONCEDER a VANUZA MARIA DA SILVA
CARVALHO, matrícula nº 194.443-6, Agente de Polícia Civil, 2ª Classe, Nível II,
03 (três) meses de Licença Prêmio por Assiduidade, para ser usufruída no
período de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 25/04/2011
a 25/04/2016.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 749/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910065.001366/2019-96,
RESOLVE:
Art. 1º CONCEDER a ANA LUCIA ALVES
MARTINS, matrícula nº 168.185-0, Agente de Polícia Civil, Classe Especial,
Nível III, 03 (três) meses de Licença Prêmio por Assiduidade, para ser
usufruída no período de 01/02/2020 a 30/04/2020, correspondente ao quinquênio
de 16/01/2007 a 16/01/2017.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 750/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910007.002572/2019-16,
RESOLVE:
Art. 1º CONCEDER a LUCIANA KARLA DE LIMA
FRANÇA, matrícula nº 157356-0, Agente de Polícia Civil, Especial, Nível IV, 03
(três) meses de Licença Prêmio por Assiduidade, para ser usufruída no período
de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 06/08/2002 a
06/08/2007.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 751/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910034.000970/2019-62,
RESOLVE:
Art. 1º CONCEDER a CARLOS ALBERTO CARDOSO
BEZERRA, matrícula nº 153.867-5, Agente de Polícia Civil, Classe Especial,
Nível V, 03 (três) meses de Licença Prêmio por Assiduidade, para ser usufruída
no período de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de
09/01/2000 a 09/01/2015.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 752/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910046.001854/2019-21,
RESOLVE:
Art. 1º CONCEDER a JOÃO BARROS CAVALCANTE,
matrícula nº 165.195-1, Agente de Polícia Civil, Classe Especial, Nível IV, 03
(três) meses de Licença Prêmio por Assiduidade, para ser usufruída no período
de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 10/08/2010 a
10/08/2015.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 753/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910052.000539/2019-06,
RESOLVE:
Art. 1º CONCEDER a ALCIO DANTAS DE ARAUJO,
matrícula nº 156.512-5, Agente de Polícia Civil, Classe Especial, Nível IV, 03
(três) meses de Licença Prêmio por Assiduidade, para ser usufruída no período
de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 07/02/2007 a
07/02/2012.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 754/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910235.000404/2019-94,
RESOLVE:
Art. 1º CONCEDER a JAILSON TEIXEIRA
BATISTA, matrícula nº 170.230-0, Agente de Polícia Civil, 1ª Classe, Nível III,
03 (três) meses de Licença Prêmio por Assiduidade, para ser usufruída no
período de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 08/04/2008
a 08/04/2013.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
 
PORTARIA Nº 755/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910050.000830/2019-96,
RESOLVE:
Art. 1º CONCEDER a RODEVAL FRANCISCO
SALES, matrícula nº 194.344-8, Agente de Polícia Civil, Classe Especial, Nível
III, 03 (três) meses de Licença Prêmio por Assiduidade, para ser usufruída no
período de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 15/03/2006
a 15/03/2011.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
 
PORTARIA Nº 756/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910059.002581/2019-93,
RESOLVE:
Art. 1º CONCEDER a JANIR AZEVEDO PAIVA,
matrícula nº 170.234-3, Agente de Polícia Civil, 1ª Classe, Nível III, 03
(três) meses de Licença Prêmio por Assiduidade, para ser usufruída no período
de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 08/04/2008 a
08/04/2013.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
PORTARIA Nº 757/2019-SP/PCRN,
DE 02 DE OUTUBRO DE 2019.
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 21/01/2019,
CONSIDERANDO o disposto no art. 129 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN, Portaria nº 023/2019-GDG/PCRN, de 20 de
fevereiro de 2019, publicada no D.O.E. de 22/02/2019, bem como o processo
administrativo nº 11910055.000135/2019-84,
RESOLVE:
Art. 1º CONCEDER a HELENA CRISTINA AGUIAR
DE PAULA, matrícula nº 207.148-7, Delegada de Polícia Civil, Classe Substituto,
03 (três) meses de Licença Prêmio por Assiduidade, para ser usufruída no
período de 01/02/2020 a 30/04/2020, correspondente ao quinquênio de 05/04/2013
a 05/04/2018.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ODILON TEODÓSIO DOS SANTOS FILHO
DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO/PCRN
 
 
 
PORTARIA Nº 758/2019-SP/PCRN, 02 DE OUTUBRO DE 2019.
A DELEGADA-GERAL DE POLÍCIA CIVIL DO ESTADO DO
RIO GRANDE DO NORTE, no uso das atribuições que lhe confere o art. 15, inciso
VI, da Lei Complementar nº 270, de 13/02/2004 e o art. 38, caput, da Lei
Complementar nº 122, de 30/06/1994, 
CONSIDERANDO o disposto no art. 136, inciso II,
b da Lei Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei
Orgânica e Estatuto da Polícia Civil do RN;
CONSIDERANDO o Requerimento formulado pelo
servidor ODILON TEODÓSIO DOS SANTOS FILHO, de protocolo n°
11910016.001375/2019-62 SEI/RN,
RESOLVE:
Art. 1º CONCEDER a ODILON TEODÓSIO DOS
SANTOS FILHO, matrícula nº 170.459-1, Delegado de Polícia Civil, Classe
Especial, 08 (oito) dias consecutivos de afastamento de suas atividades
funcionais, em decorrência de falecimento de sua genitora, no período de
15/09/2019 a 22/09/2019.
Art. 2º Esta portaria entra em vigor na data de
sua publicação, observado o período mencionado no artigo antecedente e
revogadas as disposições em contrário.
PUBLIQUE-SE. REGISTRE-SE. CUMPRA-SE.
ANA CLÁUDIA SARAIVA GOMES
DELEGADA-GERAL DE POLÍCIA CIVIL / PCRN
 
 
 
(*) PORTARIA Nº 569/2019-SP/PCRN, de 31 de Julho de
2019.  
O DELEGADO-GERAL DE POLÍCIA CIVIL ADJUNTO DO ESTADO
DO RIO GRANDE DO NORTE, no uso dos poderes conferidos pela Portaria nº
017/2019-GDG/PCRN, de 10/01/2019, publicada no Diário Oficial do Estado nº
14.336, de 18/01/2019,
CONSIDERANDO o disposto no art. 118 da Lei
Complementar Estadual nº 270, de 13 de fevereiro de 2004, Lei Orgânica e
Estatuto da Polícia Civil do RN,
CONSIDERANDO o protocolo
11910004.002563/2019-47/SEI/RN,
RESOLVE:
Art. 1º CONCEDER Licença para Tratamento
de Saúde aos Servidores Policiais Civis elencados no quadro abaixo:



Servidor(a)


Matrícula


Cargo


Período


Dias




André
  Gustavo Videres de Albuquerque


219.900-9


Delegado(a)
  de Polícia Civil


13/08/2019


16/08/2019


4 dia(s)




Antonio
  Pinto


170.988-7


Delegado(a)
  de Polícia Civil


26/07/2019


29/07/2019


4 dia(s)




Donny Exodo Lima Cavalcante


207.330-7


Delegado(a)
  de Polícia Civil


02/07/2019


30/08/2019


60 dia(s)




Francisco
  Quirino do Nascimento Filho


99.496-0


Delegado(a)
  de Polícia Civil


29/07/2019


01/08/2019


4 dia(s)




Pedro Paulo
  Falcão


175.663-0


Delegado(a)
  de Polícia Civil


30/07/2019


03/08/2019


5 dia(s)




Adeilson Fernandes de Souza


190.879-0


Escrivã(o)
  de Polícia Civil


28/07/2019


02/08/2019


6 dia(s)




Adeilson Fernandes de Souza


190.879-0


Escrivã(o)
  de Polícia Civil


05/08/2019


07/08/2019


3 dia(s)




Andreia
  Priscila Viana dos Santos Pinheiro


207.466-4


Escrivã(o)
  de Polícia Civil


19/07/2019


28/07/2019


10 dia(s)




Annah Elizabeth Rocha Mousinho Meira


219.680-8


Escrivã(o)
  de Polícia Civil


03/08/2019


06/08/2019


4 dia(s)




Carlos André
  Xavier Ferrão Santos


168.359-4


Escrivã(o)
  de Polícia Civil


25/07/2019


30/07/2019


6 dia(s)




Carolinne Revoredo Aguiar


207.376-5


Escrivã(o)
  de Polícia Civil


16/07/2019


31/08/2019


47 dia(s)




Fabio Michel
  Pereira Dantas


156.531-1


Escrivã(o)
  de Polícia Civil


30/07/2019


02/08/2019


4 dia(s)




Gabriela
  Simões da Silva


207.393-5


Escrivã(o)
  de Polícia Civil


14/08/2019


12/10/2019


60 dia(s)




Hugo
  Carvalho Spinelli


207.389-7


Escrivã(o)
  de Polícia Civil


30/07/2019


30/07/2019


1 dia(s)




Ivo Salviano


207.494-0


Escrivã(o)
  de Polícia Civil


24/07/2019


25/07/2019


2 dia(s)




Julio Cesar
  Santos Bezerra


168.164-8


Escrivã(o)
  de Polícia Civil


03/08/2019


17/08/2019


15 dia(s)




Kleber Eufrasio de Paiva


168.342-0


Escrivã(o)
  de Polícia Civil


25/07/2019


31/07/2019


7 dia(s)




Luciene
  Flora de Oliveira


169.424-3


Escrivã(o)
  de Polícia Civil


08/08/2019


06/09/2019


30 dia(s)




Moizaniete Pereira da Silva


219.688-3


Escrivã(o)
  de Polícia Civil


11/02/2019


15/02/2019


5 dia(s)




Patricia Christina Gomes de Oliveira


219.682-4


Escrivã(o)
  de Polícia Civil


12/08/2019


13/08/2019


2 dia(s)




Patricia Christina Gomes de Oliveira


219.682-4


Escrivã(o)
  de Polícia Civil


23/08/2019


23/08/2019


1 dia(s)




Raquel
  Antunes de Araujo


121.822-0


Escrivã(o)
  de Polícia Civil


09/08/2019


22/08/2019


14 dia(s)




Sandra Leao Ferreira de Melo


168.156-7


Escrivã(o)
  de Polícia Civil


04/08/2019


08/08/2019


5 dia(s)




Sandra Leao Ferreira de Melo


168.156-7


Escrivã(o)
  de Polícia Civil


09/08/2019


09/08/2019


1 dia(s)




Silvia
  Rafaela Coelho Maia de Souza Cabral


190.866-9


Escrivã(o)
  de Polícia Civil


16/07/2019


14/08/2019


30 dia(s)




Tacyanna Flavia Cunha de Castro Azevedo Medeiros


207.490-7


Escrivã(o)
  de Polícia Civil


06/08/2019


08/08/2019


3 dia(s)




Alcebíades
  José da Silva Neto


196.217-5


Agente de
  Polícia Civil


26/08/2019


04/09/2019


10 dia(s)




Aldoberto Venancio da Costa


170.180-0


Agente de
  Polícia Civil


29/08/2019


27/09/2019


30 dia(s)




Alessandro
  Carneiro Matos


197.596-0


Agente de
  Polícia Civil


12/07/2019


10/08/2019


30 dia(s)




Alexandre
  Henrique Lopes da Silva Gomes


170.184-3


Agente de
  Polícia Civil


04/08/2019


02/09/2019


30 dia(s)




Ana Lucia da
  Fonseca


92.328-1


Agente de
  Polícia Civil


01/08/2019


30/08/2019


30 dia(s)




Arinaldo da Silva Lima


170.192-4


Agente de
  Polícia Civil


20/08/2019


29/08/2019


10 dia(s)




Carlos
  Alberto Cardoso Bezerra


153.867-5


Agente de
  Polícia Civil


31/07/2019


01/08/2019


2 dia(s)




Carlos
  Alberto Cardoso Bezerra


153.867-5


Agente de
  Polícia Civil


07/08/2019


09/08/2019


3 dia(s)




Carlos
  Alberto de Souza


92.286-2


Agente de
  Polícia Civil


05/07/2019


13/09/2019


71 dia(s)




Carlos Luiz
  Ferreira Mendes


122.577-4


Agente de
  Polícia Civil


25/07/2019


27/07/2019


3 dia(s)




Claudio
  Roberto Barbosa dos Santos


169.016-7


Agente de
  Polícia Civil


09/07/2019


06/09/2019


60 dia(s)




Claudiomiro
  Costa da Silva


108.378-3


Agente de
  Polícia Civil


24/07/2019


21/09/2019


60 dia(s)




Dikler de Oliveira Cavalcanti


83.974-4


Agente de
  Polícia Civil


23/07/2019


26/07/2019


4 dia(s)




Djair José
  de Oliveira Júnior


167.384-0


Agente de
  Polícia Civil


15/07/2019


29/07/2019


15 dia(s)




Domingos
  Sávio Alves Barbosa


207.303-0


Agente de
  Polícia Civil


22/07/2019


31/07/2019


10 dia(s)




Edson de
  Jesus Dias


170.206-8


Agente de
  Polícia Civil


15/08/2019


13/09/2019


30 dia(s)




Fabio
  Adriano de Sales Vila


190.878-2


Agente de
  Polícia Civil


15/07/2019


13/08/2019


30 dia(s)




Francineide Pereira de Lima Felix


190.884-7


Agente de
  Polícia Civil


23/07/2019


29/07/2019


7 dia(s)




Glacio de
  Souza Silva


168.334-9


Agente de
  Polícia Civil


10/07/2019


24/07/2019


15 dia(s)




Glacio de
  Souza Silva


168.334-9


Agente de
  Polícia Civil


02/07/2019


05/07/2019


4 dia(s)




Glauce Costa
  de Carvalho


207.199-1


Agente de
  Polícia Civil


24/08/2019


30/08/2019


7 dia(s)




Gustavo
  Lourenço Pontes


157.358-6


Agente de
  Polícia Civil


24/07/2019


22/08/2019


30 dia(s)




Gustavo
  Moura Cantanhede


207.268-8


Agente de
  Polícia Civil


31/08/2019


29/09/2019


30 dia(s)




Haroldo
  Pinho do Rosario


170.227-0


Agente de
  Polícia Civil


08/08/2019


22/08/2019


15 dia(s)




Ivanaldo Paulino da Silva


83.688-5


Agente de
  Polícia Civil


22/08/2019


20/10/2019


60 dia(s)




Ivanilson Araújo Pinheiro


92.262-5


Agente de
  Polícia Civil


25/07/2019


08/08/2019


15 dia(s)




Ivanilson Araújo Pinheiro


92.262-5


Agente de
  Polícia Civil


09/08/2019


07/10/2019


60 dia(s)




Jalmir Correia da Silva Gomes


163.914-5


Agente de
  Polícia Civil


18/08/2019


21/08/2019


